location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Vaishali Nagar, Jaipur, Rajasthan",Tata,Hexa,XT,2018,"47,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 14,50,000"
"Sodala, Jaipur, Rajasthan",Hyundai,i10,Not Available,2013,"29,521 km",Petrol,Manual,Silver,Not Available,RJ,Comprehensive,"₹ 3,25,000"
"Nirman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Eeco,5 Seater AC,2020,"38,800 km",Petrol,Manual,White,1st,RJ,Not Available,"₹ 4,50,000"
"Nirman Nagar, Jaipur, Rajasthan",Toyota,Innova,2.5 G (Diesel) 7 Seater,2006,"243,000 km",Diesel,Manual,Silver,1st,RJ,Comprehensive,"₹ 3,50,000"
"Vivekanand Marg, Jaipur, Rajasthan",Maruti Suzuki,Alto K10,LXI,2011,"89,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,38,000"
"Sodala, Jaipur, Rajasthan",Honda,City,Not Available,2014,"76,994 km",Petrol,Manual,Silver,Not Available,RJ,No Insurance,"₹ 6,50,000"
"Vidhyadhar Nagar, Jaipur, Rajasthan",Honda,Civic,Not Available,2008,"85,000 km",Petrol,Manual,White,2nd,RJ,Third Party,"₹ 2,50,000"
"Vidhyadhar Nagar, Jaipur, Rajasthan",Tata,Indica,Not Available,2008,"70,000 km",Diesel,Manual,Grey,1st,RJ,Third Party,"₹ 80,000"
"Jaisinghpura, Jaipur, Rajasthan",Honda,Amaze,Not Available,2019,"22,903 km",Petrol,Manual,Not Available,Not Available,Not Available,No Insurance,"₹ 6,41,450"
"Jaisinghpura, Jaipur, Rajasthan",Hyundai,i10,Not Available,2013,"94,259 km",Petrol,Manual,White,Not Available,Not Available,No Insurance,"₹ 3,03,877"
"Jaisinghpura, Jaipur, Rajasthan",Honda,City,Not Available,2015,"122,620 km",Diesel,Manual,Red,Not Available,Not Available,No Insurance,"₹ 5,68,200"
"Nirman Nagar, Jaipur, Rajasthan",Tata,Safari,4x2 LX DICOR BS-III,2007,"126,000 km",Diesel,Manual,Not Available,4th,Not Available,Not Available,"₹ 90,000"
"Aanaj Mandi, Jaipur, Rajasthan",Maruti Suzuki,Ciaz,2014-2017 VDi Plus SHVS,2015,"65,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,25,000"
"Barhmohanpura, Jaipur, Rajasthan",Volkswagen,CrossPolo,2013-2015 1.2 TDI,2014,"110,570 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,95,000"
"Vardhman Nagar, Jaipur, Rajasthan",Ford,Ikon,1.8 ZXi NXt,2004,"72,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 99,000"
"Raja Park, Jaipur, Rajasthan",Maruti Suzuki,Swift,VXi 1.2 ABS BS-IV,2008,"100,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,99,000"
"Officers Campus Colony, Jaipur, Rajasthan",Honda,City,2015-2017 i DTec VX,2015,"64,500 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Sanganer Airport Area, Jaipur, Rajasthan",Maruti Suzuki,800,AC,1999,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 55,000"
"Ambabari, Jaipur, Rajasthan",Maruti Suzuki,Omni,E MPI STD,2011,"76,784 km",LPG,Manual,Not Available,4th,Not Available,Not Available,"₹ 1,25,000"
"Nirman Nagar, Jaipur, Rajasthan",Ford,Ecosport,1.5 Diesel Ambiente,2013,"90,000 km",Diesel,Manual,Not Available,1st,RJ,Not Available,"₹ 4,50,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Handipura, Jaipur, Rajasthan",Mahindra,Jeep,MM 540 DP,1999,"90,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,51,000"
"Vaishali Nagar, Jaipur, Rajasthan",Hyundai,Xcent,1.2 VTVT S,2017,"53,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 4,50,000"
"Civil Lines, Jaipur, Rajasthan",Maruti Suzuki,Vitara Brezza,VDi,2017,"83,000 km",Diesel,Manual,Red,1st,RJ,Comprehensive,"₹ 7,85,000"
"Everest Vihar, Jaipur, Rajasthan",Ford,Ecosport,1.5 Petrol Titanium Plus,2018,"43,500 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 8,50,000"
"Ganga Vihar Colony, Jaipur, Rajasthan",Ford,Aspire,Trend Plus Ti-VCT,2016,"45,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,25,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Jamwa Ramgarh, Jaipur, Rajasthan",Mahindra,Bolero,ZLX,2015,"100,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 6,15,000"
"Malviya Nagar, Jaipur, Rajasthan",Hyundai,Verna,2011-2014 1.6 CRDI,2012,"92,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 4,25,000"
"Malviya Nagar, Jaipur, Rajasthan",Honda,Amaze,S Diesel,2012,"91,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 3,90,000"
"Raja Park, Jaipur, Rajasthan",Maruti Suzuki,Ertiga,SHVS VDI,2017,"65,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 7,71,000"
"Adarsh Nagar, Jaipur, Rajasthan",Mahindra,Scorpio,2006-2009 M2DI,2010,"95,000 km",Diesel,Manual,Green,3rd,RJ,Comprehensive,"₹ 3,11,000"
"Gopalpura By pass, Jaipur, Rajasthan",Volkswagen,Polo,2009-2013 Diesel Trendline 1.2L,2011,"82,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 2,60,000"
"Malviya Nagar, Jaipur, Rajasthan",Hyundai,i10,Magna 1.1 LPG,2013,"80,000 km",LPG,Manual,White,1st,RJ,Comprehensive,"₹ 2,50,000"
"Malviya Nagar, Jaipur, Rajasthan",Nissan,Terrano,2013-2017 XL 85 PS,2013,"82,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 6,50,000"
"Malviya Nagar, Jaipur, Rajasthan",Ford,Figo,2010-2012 Diesel ZXI,2010,"91,000 km",Diesel,Manual,Silver,1st,RJ,Comprehensive,"₹ 1,80,000"
"Malviya Nagar, Jaipur, Rajasthan",Hyundai,i10,Magna 1.1 LPG,2013,"80,000 km",LPG,Manual,White,1st,RJ,Comprehensive,"₹ 2,50,000"
"Malviya Nagar, Jaipur, Rajasthan",Maruti Suzuki,Baleno,1.2 Delta,2016,"72,000 km",Diesel,Manual,Blue,1st,RJ,Comprehensive,"₹ 5,50,000"
"Raja Park, Jaipur, Rajasthan",Maruti Suzuki,Alto 800,VXI,2017,"65,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 2,80,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,EON,D Lite Plus,2012,"73,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 2,15,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,i10,1.2 Kappa Magna,2013,"58,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 3,25,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,Xcent,1.2 VTVT S,2017,"55,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 5,25,000"
"Jaman Nagar, Jaipur, Rajasthan",Renault,KWID,RXT,2017,"52,000 km",Petrol,Manual,Brown,2nd,RJ,Comprehensive,"₹ 2,85,000"
"Everest Vihar, Jaipur, Rajasthan",Hyundai,Elite i20,Sportz 1.4,2018,"50,004 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 6,75,000"
"Jaman Nagar, Jaipur, Rajasthan",Mahindra,KUV 100,2016-2017 mFALCON D75 K6 AW,2016,"64,000 km",Diesel,Manual,Red,2nd,RJ,Comprehensive,"₹ 3,65,000"
"Jaman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Wagon R,VXI Opt,2018,"29,000 km",Petrol,Manual,Grey,1st,RJ,Comprehensive,"₹ 4,75,000"
"Jaman Nagar, Jaipur, Rajasthan",Maruti Suzuki,S-Cross,Zeta 1.3,2017,"63,000 km",Diesel,Manual,Blue,1st,RJ,Comprehensive,"₹ 7,45,000"
"Jaman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Baleno,Delta,2017,"67,000 km",Petrol,Manual,Grey,1st,RJ,Comprehensive,"₹ 5,75,000"
"Jaman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,LXI,2014,"88,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 4,35,000"
"200ft by pass, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire Tour,LDI,2016,"86,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 4,25,000"
"200ft by pass, Jaipur, Rajasthan",Mahindra,Scorpio,1.99 S10 4WD,2015,"76,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 10,35,000"
"200ft by pass, Jaipur, Rajasthan",Chevrolet,Spark,1.0 LT,2011,"46,000 km",Petrol,Manual,Black,1st,RJ,Comprehensive,"₹ 1,55,000"
"Jaman Nagar, Jaipur, Rajasthan",Renault,Duster,2012-2015 85PS Diesel RxL,2013,"115,000 km",Diesel,Manual,Brown,1st,RJ,Comprehensive,"₹ 4,50,000"
"Sodala, Jaipur, Rajasthan",Hyundai,Accent,GLE,2008,"41,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,15,000"
"Everest Vihar, Jaipur, Rajasthan",Honda,Jazz,1.2 SV i VTEC,2017,"36,000 km",Petrol,Manual,Silver,1st,RJ,Comprehensive,"₹ 5,70,000"
"Everest Vihar, Jaipur, Rajasthan",Honda,WR-V,i-DTEC VX,2017,"68,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 7,75,000"
"Railway Station Area, Jaipur, Rajasthan",Hyundai,Grand i10,1.2 Kappa Sportz,2017,"45,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 5,00,000"
"Railway Station Area, Jaipur, Rajasthan",Honda,Amaze,1.5 SMT I DTEC,2015,"60,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 5,00,000"
"Everest Vihar, Jaipur, Rajasthan",Skoda,Rapid,2013-2016 1.5 TDI Ambition,2016,"105,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 6,00,000"
"Jaman Nagar, Jaipur, Rajasthan",Skoda,Rapid,2013-2016 1.6 MPI Elegance Black Package,2015,"46,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 6,45,000"
"Everest Vihar, Jaipur, Rajasthan",Honda,City,i-DTEC SV,2014,"98,500 km",Diesel,Manual,Grey,1st,RJ,Comprehensive,"₹ 5,50,000"
"Galtaji, Jaipur, Rajasthan",Tata,Nano,2012-2015 LX,2012,"25,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 62,000"
"Everest Vihar, Jaipur, Rajasthan",Tata,Safari Storme,VX,2015,"70,000 km",Diesel,Manual,White,1st,RJ,Comprehensive,"₹ 6,25,000"
"Jaman Nagar, Jaipur, Rajasthan",Tata,Nano,2012-2015 Twist XE,2015,"22,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 1,10,000"
"Nirman Nagar, Jaipur, Rajasthan",Tata,Nano,2012-2015 Twist XT,2015,"19,700 km",Petrol,Manual,Gold,1st,RJ,Comprehensive,"₹ 1,75,000"
"Nirman Nagar, Jaipur, Rajasthan",Hyundai,i20,1.2 Spotz,2014,"82,000 km",Petrol,Manual,White,2nd,RJ,Comprehensive,"₹ 4,00,000"
"Nirman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire Tour,Not Available,2014,"115,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 3,50,000"
"Jaman Nagar, Jaipur, Rajasthan",Hyundai,EON,Era +,2014,"109,000 km",Petrol,Manual,Silver,1st,RJ,Comprehensive,"₹ 2,45,000"
"Everest Vihar, Jaipur, Rajasthan",Honda,City ZX,GXi,2008,"70,000 km",Petrol,Manual,White,2nd,RJ,Comprehensive,"₹ 2,25,000"
"Jobner, Phulera, Rajasthan",Toyota,Innova,2.5 V 7 STR,2011,"80,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 6,55,000"
"Shiv Nagar 2, Jaipur, Rajasthan",Volkswagen,Polo,1.0 MPI Comfortline,2011,20 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Everest Vihar, Jaipur, Rajasthan",Chevrolet,Beat,Diesel LS,2014,"71,000 km",Diesel,Manual,Silver,1st,RJ,Comprehensive,"₹ 1,70,000"
"Hanumant Nagar, Jaipur, Rajasthan",Maruti Suzuki,Swift,2004-2010 1.3 VXi,2006,"130,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Janta Colony, Jaipur, Rajasthan",Maruti Suzuki,Wagon R Duo,Others,2011,"40,000 km",LPG,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,25,000"
"Vidhyadhar Nagar, Jaipur, Rajasthan",Maruti Suzuki,Alto K10,VXI,2018,"34,300 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,45,000"
"Bani Park, Jaipur, Rajasthan",Hyundai,EON,Era +,2018,"32,000 km",Petrol,Manual,Grey,1st,RJ,Comprehensive,"₹ 3,15,000"
"Sodala Laxmi Nagar, Jaipur, Rajasthan",Maruti Suzuki,Wagon R Duo,Others,2007,"75,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,35,000"
"Sahab Rampura, Industrial Area Kaladera, Rajasthan",Mahindra,Bolero,2001-2010 SLX 2WD,2009,0 km,Diesel,Automatic,Not Available,4th,Not Available,Not Available,"₹ 3,15,000"
"Triveni Nagar, Jaipur, Rajasthan",Maruti Suzuki,Alto,2005-2010 LXi BSIII,2010,"66,452 km",Petrol,Manual,White,2nd,RJ,Comprehensive,"₹ 1,65,000"
"Jobner, Phulera, Rajasthan",Mahindra,Bolero Power Plus,ZLX,2017,"66,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 6,50,000"
"Hathod, Jaipur, Rajasthan",Mitsubishi,Lancer,2.0 GLd,2003,0 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Bid Santospura, Chaksu, Rajasthan",Mahindra,Bolero,2001-2010 DI,2004,19 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,60,000"
"Nirman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Alto,LXi,2011,"65,000 km",Petrol,Manual,Silver,2nd,RJ,No Insurance,"₹ 1,68,000"
"Nirman Nagar, Jaipur, Rajasthan",Hyundai,Verna,2015-2016 1.6 CRDi SX,2012,"43,100 km",Diesel,Manual,Black,1st,RJ,Comprehensive,"₹ 5,75,000"
"Civil Lines, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,VDI,2009,"92,500 km",Diesel,Manual,Black,2nd,RJ,Comprehensive,"₹ 2,85,000"
"Badarana, Jaipur, Rajasthan",Chevrolet,Tavera,Others,2011,"350,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,91,000"
"Anup Baccha Puri Park, Jaipur, Rajasthan",Maruti Suzuki,Zen,VXI,2002,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 70,000"
"Jhotwara Road, Jaipur, Rajasthan",Jaguar,XF,3.0 Litre S Premium Luxury,2012,"100,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 22,00,000"
"Bani Park, Jaipur, Rajasthan",Toyota,Fortuner,3.0 4x4 Manual,2010,"225,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 18,00,000"
"Sundar Nagar, Jaipur, Rajasthan",Toyota,Innova,2.5 VX 8 STR-BS-III,2009,"238,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,45,000"
"22 Godam Industrial Area, Jaipur, Rajasthan",Hyundai,Accent,GLE,2007,"31,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Bhankrota, Jaipur, Rajasthan",Maruti Suzuki,800,AC BSIII,2008,"93,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 75,000"
"Malviya Nagar, Jaipur, Rajasthan",Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008,"75,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,55,000"
"Ajmer Road, Jaipur, Rajasthan",Hyundai,Verna,CRDi 1.6 E,2012,"75,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,50,000"
"Purani Chowki, Jaipur, Rajasthan",Chevrolet,Beat,2010-2013 Diesel,2012,"80,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,45,000"
"Vidhyadhar Nagar Sector 8, Jaipur, Rajasthan",Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,45,000"
"Mansarovar, Jaipur, Rajasthan",Maruti Suzuki,800,Std,2003,"80,000 km",Petrol,Manual,Not Available,4th,Not Available,Not Available,"₹ 48,000"
"Civil Lines, Jaipur, Rajasthan",Tata,Nexon,Not Available,2019,"19,000 km",Petrol,Manual,Grey,1st,RJ,Comprehensive,"₹ 7,75,000"
"Shanti Nagar, Manoharpur, Rajasthan",Maruti Suzuki,Ertiga,LDI,2012,"95,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 4,20,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Jobner, Phulera, Rajasthan",Mahindra,Thar,DI 4X2 PS,2016,"73,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Nayabas, Jamwa Ramgarh, Rajasthan",Maruti Suzuki,Omni,CNG,2009,"145,000 km",LPG,Manual,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"C Scheme, Jaipur, Rajasthan",Mahindra,Thar,Others,2021,"7,500 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 18,50,000"
"Nirman Nagar, Jaipur, Rajasthan",Mahindra,TUV 300,T6 PLUS,2016,"98,200 km",Diesel,Manual,White,1st,RJ,No Insurance,"₹ 7,00,000"
"Nirman Nagar, Jaipur, Rajasthan",Honda,Brio,2011-2013 E MT,2014,"55,868 km",Petrol,Manual,Grey,2nd,RJ,Comprehensive,"₹ 3,30,000"
"Mahadev Nagar, Jaipur, Rajasthan",Mahindra,XUV500,2011-2015 W8-2WD,2012,"90,000 km",Diesel,Manual,Black,2nd,RJ,Comprehensive,"₹ 6,50,000"
"Niwaru Road, Jaipur, Rajasthan",Hyundai,i20,Magna 1.4 CRDI 6 Speed,2018,"88,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,75,000"
"Ambedkar Nagar, Jaipur, Rajasthan",Ford,Figo,Titanium,2011,"156,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,65,000"
"Hathod, Jaipur, Rajasthan",Toyota,Etios,1.4 GD,2017,"165,078 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,60,000"
"Jawahar Nagar, Jaipur, Rajasthan",Hyundai,i20,1.2 Spotz,2015,"65,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,30,000"
"Pratap Nagar Sector 60, Jaipur, Rajasthan",Maruti Suzuki,Esteem,Vxi,2007,"75,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,00,000"
"Krishna Nagar, Jaipur, Rajasthan",Hyundai,i20,1.2 Spotz,2014,"80,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,65,000"
"Shree Ram Vatika, Jaipur, Rajasthan",Maruti Suzuki,Swift,LDI SP Limited Edition,2015,"67,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,50,000"
"Kalwar Road, Jaipur, Rajasthan",Maruti Suzuki,Alto 800,Others,2006,1 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"Abhaipura, Industrial Area Kaladera, Rajasthan",Mahindra,Jeep,Others,2009,15 km,Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Raja Park, Jaipur, Rajasthan",Maruti Suzuki,Swift Dzire,LDI Optional,2015,"73,000 km",Diesel,Manual,White,1st,RJ,Zero Dep,"₹ 4,91,000"
"Civil Lines, Jaipur, Rajasthan",Honda,Amaze,1.2 SMT I VTEC,2016,"49,000 km",Petrol,Manual,Bordeaux/Maroon,1st,RJ,Comprehensive,"₹ 4,75,000"
"Jaman Nagar, Jaipur, Rajasthan",Maruti Suzuki,Ciaz,1.3 Delta,2019,"35,000 km",Petrol,Manual,Grey,1st,RJ,Comprehensive,"₹ 7,75,000"
"Railway Station Area, Jaipur, Rajasthan",Chevrolet,Optra Magnum,2.0 LT,2009,"95,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,25,000"
"Jawahar Nagar, Jaipur, Rajasthan",Renault,Duster,2012-2015 85PS Diesel RxL Optional with Nav,2013,"88,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,80,000"
"Bramha Puri, Jaipur, Rajasthan",Hyundai,Fluidic Verna,1.6 CRDi SX,2013,"80,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,00,000"
"Aanaj Mandi, Jaipur, Rajasthan",Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2017,"54,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,25,000"
"Everest Vihar, Jaipur, Rajasthan",Ford,Figo,2010-2012 Petrol EXI,2010,"75,900 km",Petrol,Manual,Red,2nd,RJ,Comprehensive,"₹ 2,25,000"
"Vaishali Nagar, Jaipur, Rajasthan",Ford,Endeavour,2.2 Titanium AT 4X2 Sunroof,2019,"112,000 km",Diesel,Automatic,White,1st,RJ,Comprehensive,"₹ 28,50,000"
"Nirman Nagar, Jaipur, Rajasthan",Mercedes-Benz,M-Class,ML 320 CDI,2009,"76,500 km",Diesel,Automatic,Black,2nd,RJ,Comprehensive,"₹ 12,50,000"
"Jawahar Nagar, Jaipur, Rajasthan",Honda,Civic,1.8 S MT Inspire,2008,"76,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,75,000"
"Agra Road, Jaipur, Rajasthan",Hyundai,Verna,2006-2009 CRDi ABS,2008,"140,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Kishoripura, Jaipur, Rajasthan",Hyundai,i20,Magna Plus,2020,"7,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,80,000"
"Shiv Vihar Nagar, Jaipur, Rajasthan",BMW,5 Series,520i Luxury Line,2011,"87,100 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 11,45,000"
"Dhawas, Jaipur, Rajasthan",Maruti Suzuki,800,Std,1988,"77,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 55,555"
"200ft by pass, Jaipur, Rajasthan",Mahindra,Scorpio,S10,2015,"113,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 10,20,000"
"200ft by pass, Jaipur, Rajasthan",Volkswagen,Polo,1.5 TDI Highline Plus,2015,"74,000 km",Diesel,Manual,White,2nd,RJ,Comprehensive,"₹ 4,55,000"
"200ft by pass, Jaipur, Rajasthan",Hyundai,Grand i10,Magna 1.1 CRDi,2017,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,75,000"
"Bahu Bal Nagar, Jaipur, Rajasthan",Ford,Fiesta,2004-2010 1.4 Duratorq ZXI,2007,"110,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 89,999"
"Jagdamba Nagar, Jaipur, Rajasthan",Hyundai,EON,1.0 Era Plus,2017,"124,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Rajendra Nagar, Jaipur, Rajasthan",Hyundai,i10,Era,2007,"98,245 km",Petrol,Manual,Silver,2nd,RJ,Comprehensive,"₹ 1,68,000"
"Aanaj Mandi, Jaipur, Rajasthan",Mahindra,TUV 300,T8,2015,"118,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Rajawas, Jaipur, Rajasthan",Mahindra,Scorpio,2006-2009 2.6 Turbo 9 Str,2009,"140,000 km",Diesel,Manual,Not Available,4th,Not Available,Not Available,"₹ 2,40,000"
"Jagatpura, Jaipur, Rajasthan",Maruti Suzuki,Alto K10,VXI,2014,"42,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Dullasingh Ki Dhani, Chomun, Rajasthan",Chevrolet,Spark,LS 1.0 BS-IV OBDII,2010,"56,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 80,000"
"Gurudham Colony, Chomun, Rajasthan",Maruti Suzuki,Alto,LXi,2011,"63,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 1,40,000"
"Bassi, RIICO Industrial Area Bassi, Rajasthan",Mahindra,Bolero,2001-2010 Plus Non AC,2012,"121,087 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 4,61,000"
"Civil Lines, Jaipur, Rajasthan",Hyundai,Santro,Not Available,2009,"50,000 km",Petrol,Manual,White,1st,RJ,Comprehensive,"₹ 1,85,000"
"Nirman Nagar, Jaipur, Rajasthan",Other Brands,Others,Others,1964,"30,000 km",Petrol,Manual,Green,1st,RJ,Comprehensive,"₹ 14,00,000"
"Bani Park, Jaipur, Rajasthan",Maruti Suzuki,Vitara Brezza,Others,2021,"6,500 km",Petrol,Manual,White,1st,RJ,Zero Dep,"₹ 9,90,000"
"Malviya Nagar, Jaipur, Rajasthan",Maruti Suzuki,Vitara Brezza,VDi,2017,"82,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,80,000"
"Jhotwara Road, Jaipur, Rajasthan",Maruti Suzuki,800,Others,1989,"85,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,00,000"
"Radhaswami Bagh, Chomun, Rajasthan",Mahindra,Jeep,Others,1998,19 km,Diesel,Manual,Not Available,4+,Not Available,Not Available,"₹ 1,85,000"
"Nindad, Jaipur, Rajasthan",Maruti Suzuki,Swift,VDI,2012,"83,088 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,75,000"
